ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label
12146,Baton twirling,The news announcer is commenting on the events. The coach is then interviewed stating what the girls are working on.,multiple twirlers,The news announcer is commenting on the events. The coach is then interviewed stating what the girls are working on. multiple twirlers,"['show up performing stunts.', 'are shown running and the coach is interviewed.', 'are interviewed for their point of view on why they are working so hard.', 'are shown playing a game of tug of war.']",activitynet~v_PVAHm5MjHdw,val,indomain,2
12199,Beach soccer,Man is doing a corner and scores a goal and ruun to his teammates to celebrate.,the game start te game and men,Man is doing a corner and scores a goal and ruun to his teammates to celebrate. the game start te game and men,"['start doing front is to the goal taking hits in the game.', 'start dancing and throwing the ball holding all the bowls as score again.', 'are celebrating is guiness.', 'keeps running and scores another goal and celebrates while there s a repetition.']",activitynet~v_Pyf_5Bffu5A,val,indomain,3
12215,Making a cake,Three girls are seen standing behind a counter speaking to the camera with one spreading butter around a pan.,another,Three girls are seen standing behind a counter speaking to the camera with one spreading butter around a pan. another,"['girl holds out food to the camera while several others go outside.', 'woman begins spreading jam in the pan and speaking to the girls.', 'girl pours pasta across a plate to serve the girls and plays with the girls hair.', ""mixes ingredients into a bowl with another girl's help and the girls lick the spoon used afterwards.""]",activitynet~v_Q9UovyMsTLc,val,indomain,3
12216,Making a cake,Three girls are seen standing behind a counter speaking to the camera with one spreading butter around a pan. Another mixes ingredients into a bowl with another girl's help and the girls lick the spoon used afterwards.,they,Three girls are seen standing behind a counter speaking to the camera with one spreading butter around a pan. Another mixes ingredients into a bowl with another girl's help and the girls lick the spoon used afterwards. they,"['change sides of the pan and make practice with each other in the sink.', 'then pass the clam to each other while holding the bowl.', 'continue mixing with one another while using their hands in the end.', 'pour the mixture into a pan, put it in the oven, then shortly take it out some time after.']",activitynet~v_Q9UovyMsTLc,val,indomain,3
12222,Disc dog,A man and dog are seen standing outside in a field with a man playing fetch with a dog.,the man,A man and dog are seen standing outside in a field with a man playing fetch with a dog. the man,"['throws balls with dogs on the field while the dog plays fetch with other dogs.', 'dips around the dog and goes back and fourth with the dog.', 'throws the frisbee around with the dog while the animal brings it back.', 'throws the frisbee and the dog catches it while the man keeps throwing.']",activitynet~v_QE80ROTC_fI,val,indomain,2
12223,Disc dog,A man and dog are seen standing outside in a field with a man playing fetch with a dog. The man throws the frisbee around with the dog while the animal brings it back.,the man,A man and dog are seen standing outside in a field with a man playing fetch with a dog. The man throws the frisbee around with the dog while the animal brings it back. the man,"['has the dog back to play fetch with the dog while the dog keeps chasing after the frisbee.', 'continues to play and dogs fetch around the man.', 'performs several more tricks with the dog using several frisbees.', 'continues to play fetch with the dog and scores a point across the screen.']",activitynet~v_QE80ROTC_fI,val,indomain,2
12269,Clean and jerk,"Three people are in the gym, one of the males is kneeling down and jerking a bar while the other is giving a massage to a woman.",the male with the bar,"Three people are in the gym, one of the males is kneeling down and jerking a bar while the other is giving a massage to a woman. the male with the bar","['is doing a sit up on the floor by the women, he reaches for the woman.', 'hit his hand on the back a bull and after the punch, the other man started to read the book.', 'gently talks to the other one, then the male with the weights started to do the same thing with her buttocks.', 'lifts the weights, drops it and then jumps in joy that he has lifted the weight, drops his belt and walks off.']",activitynet~v_QeH6IOAjy-4,val,zeroshot,3
12293,Gargling mouthwash,A kid takes a drink and swishes it around in their mouth.,they,A kid takes a drink and swishes it around in their mouth. they,"['dive under the water, battling each other with their mouths until one guy makes a goal.', 'wave at spectators, front and back.', 'spit it out into a sink.', ""grip each other's hands and start dancing in place.""]",activitynet~v_Qwj7f4vqveo,val,zeroshot,2
12295,Gargling mouthwash,A kid takes a drink and swishes it around in their mouth. They spit it out into a sink. They take another drink out of a cup.,they,A kid takes a drink and swishes it around in their mouth. They spit it out into a sink. They take another drink out of a cup. they,"['bend down and clean large puddles from the floor.', 'put their mouth on a towel.', 'sleep together in their bedroom.', 'start to talk on the table.']",activitynet~v_Qwj7f4vqveo,val,zeroshot,1
12296,Gargling mouthwash,They spit it out into a sink. They take another drink out of a cup. They put their mouth on a towel.,they,They spit it out into a sink. They take another drink out of a cup. They put their mouth on a towel. they,"['take another drink and dump it out in the sink.', 'rub their faces together.', 'begin to shave their legs with their hands.', 'carry on an arm wrestling match.']",activitynet~v_Qwj7f4vqveo,val,zeroshot,0
12297,Gargling mouthwash,They take another drink out of a cup. They put their mouth on a towel. They take another drink and dump it out in the sink.,they,They take another drink out of a cup. They put their mouth on a towel. They take another drink and dump it out in the sink. they,"['pick up the towel and wipe their face.', 'finish their drink before they finish chugging it.', 'spit out the drink and point at the camera.', 'are playing a game of water polo.']",activitynet~v_Qwj7f4vqveo,val,zeroshot,0
12298,Gargling mouthwash,They take another drink and dump it out in the sink. They pick up the towel and wipe their face.,they,They take another drink and dump it out in the sink. They pick up the towel and wipe their face. they,"['push the trashcan next to them to celebrate.', 'grab a cup and turn the sink on.', 'then get their camel whistles ready.', 'grab makeup brushes and hold them up.']",activitynet~v_Qwj7f4vqveo,val,zeroshot,1
12303,Running a marathon,A woman is seen speaking to the camera and leads into a woman running and interviewing other runners.,she,A woman is seen speaking to the camera and leads into a woman running and interviewing other runners. she,"['interviews two twins while running and the news shows off other runners in the area.', 'explains while talking while others do the same even though their slower pace.', 'continues running in the field with the others and others hiding in the woods.', 'interviews several runners and ends with her leading a world cup.']",activitynet~v_R586XlFT7Go,val,zeroshot,0
12406,Longboarding,We see kids with feet on skateboards.,we,We see kids with feet on skateboards. we,"['see the kids riding down the street from a skater pov.', 'see a boy rollerblading.', 'see a woman holding part of a hat.', 'see a kitchen and a doctor.']",activitynet~v_Rvqu079gCh0,val,indomain,0
12408,Longboarding,We see the kids riding down the street from a skater pov. A kid crashes and has a hard time recovering.,a boy,We see the kids riding down the street from a skater pov. A kid crashes and has a hard time recovering. a boy,"['falls across the other seat.', 'loses his board and has to run after it.', 'is outside pretending to be a hockey player.', 'is on the ground doing tricks.']",activitynet~v_Rvqu079gCh0,val,indomain,1
12441,Cutting the grass,There's an open land area with greenery around and grassy surface area.,there,There's an open land area with greenery around and grassy surface area. there,"['is a tennis court and a tennis court on the side.', 'is a man wearing white shirt and jungle gym shorts exercising on the green surface.', ""'s a lawn trimmer lying on the ground near some over grown patches of grass."", 'are no trees, but there is a large green grassy area.']",activitynet~v_SIX51vtOOek,val,zeroshot,2
12442,Cutting the grass,There's a lawn trimmer lying on the ground near some over grown patches of grass.,a person wearing gray pants and gloves,There's a lawn trimmer lying on the ground near some over grown patches of grass. a person wearing gray pants and gloves,"['using a lawn trimmer to trim the patches of grass.', 'is cutting the grass with a yellow, reusable light green plastic tool.', 'is nailing up a small patch of grass.', 'cuts the grass with a hose and computer monitor over time.']",activitynet~v_SIX51vtOOek,val,zeroshot,0
12443,Cutting the grass,There's a lawn trimmer lying on the ground near some over grown patches of grass. A person wearing gray pants and gloves using a lawn trimmer to trim the patches of grass.,he,There's a lawn trimmer lying on the ground near some over grown patches of grass. A person wearing gray pants and gloves using a lawn trimmer to trim the patches of grass. he,"['picks up the newly trimmed patch of grass and starts trimming it.', 'uses the trimmer to cut around the grass as he trims.', 'is trimming the lawn in a back and forth motion, moving the trimmer horizontally across the grass.', 'takes his finger and starts trimming the grass from some left over growth.']",activitynet~v_SIX51vtOOek,val,zeroshot,2
12457,Clean and jerk,A woman body builder slowly lifts a giant barbell of weights up into the air.,she,A woman body builder slowly lifts a giant barbell of weights up into the air. she,"['then drops it down the length of her body slowly.', 'puts it down on a table and stands back up.', 'then runs down the track.', 'lifts it to her chest, then over her head before freezing in place.']",activitynet~v_SQncxXAlBFE,val,zeroshot,3
12482,Hand car wash,A white bmw 3 series is in a garage being cleaned by two men wearing safety jackets.,once the front,A white bmw 3 series is in a garage being cleaned by two men wearing safety jackets. once the front,"['of the car is cleaned the men put the back of the car in the back of the van could be seen in the garage.', 'is cleaned, the men move towards the back spraying the vehicle and come back to spray the rim and go back to the trunk to get all of the spots.', 'cover is lifted, the rear plate of the car is covered in white mud and a red bucket is shining away.', 'tires are taken off, the tires get stuck on parts of the car and starts to move.']",activitynet~v_Scjxbdh6b54,val,indomain,1
12496,Raking leaves,Old man is raking leaves outside his home in the fall.,man,Old man is raking leaves outside his home in the fall. man,"['is lifts a heavy laundry basket to his chest and lobs it to a pile of leaves on do fwalk.', 'is narrating the action.', 'kick the leaves to the back of his yard.', 'grab a plastic bag and tape the leaves to the wooden pole in the yard.']",activitynet~v_ShozMaLUS20,val,indomain,1
12497,Raking leaves,Old man is raking leaves outside his home in the fall. Man is narrating the action.,there,Old man is raking leaves outside his home in the fall. Man is narrating the action. there,"['is a fire going around the yard on the back yard.', 'is a camera filming the little boy.', 'is give yourself a break till the movie time.', 'is a bike parked next to the house.']",activitynet~v_ShozMaLUS20,val,indomain,3
12510,Plastering,A close up of tools and objects are shown laid out leading into several clips of a mean measuring a wall and laying plaster down on it.,the man,A close up of tools and objects are shown laid out leading into several clips of a mean measuring a wall and laying plaster down on it. the man,"['shows how to make plaster while transitioning with him making plaster and continues to show more clips of him laying it down.', 'manipulates the objects and applies plaster around the corners and vigorously pokes holes and mortar chips.', 'then begins carving the wall along with a large metal ring attached to it and showing a close up of another wall in the same exact spot.', 'uses a grout tool to plaster down and lays hits the plaster down as well as plaster out.']",activitynet~v_SmBEf-g82Ew,val,indomain,0
12512,Playing pool,A boy and a man take turns playing billiards while a crowd watches. The man wipes his face with a towel.,the boy,A boy and a man take turns playing billiards while a crowd watches. The man wipes his face with a towel. the boy,"['pushes the billiard stick through the dirt and speaks to the man.', 'wins and the crowd cheers.', 'and man reload their guns and take more turns.', 'picks up the ball briefly.']",activitynet~v_SnBTp7iV2kE,val,indomain,1
12513,Playing pool,A boy and a man take turns playing billiards while a crowd watches. The man wipes his face with a towel. The boy wins and the crowd cheers.,several men,A boy and a man take turns playing billiards while a crowd watches. The man wipes his face with a towel. The boy wins and the crowd cheers. several men,"['are mopped down with a towel before the scene fades with another male in the game.', 'pick up the boy in celebration.', 'congratulate the man and the man shakes his hand.', 'punch each other with one man winning.']",activitynet~v_SnBTp7iV2kE,val,indomain,1
12534,Playing beach volleyball,People are playing volleyball on a beach.,the ball,People are playing volleyball on a beach. the ball,"['falls onto the ground and a guy in red shorts picks it up.', 'falls out of the net and the game ends.', ""doesn't hit the sand."", 'comes up short of the net.']",activitynet~v_T0wmRC8Ka2Y,val,indomain,0
12583,Shaving legs,An infomercial shows a person using a razor on their leg while speaking to the camera.,the woman,An infomercial shows a person using a razor on their leg while speaking to the camera. the woman,"['continues shaving her legs and a close up of the tool is shown.', 'uses the razor to clean and shave a cat on her leg.', 'continues talking then pans away to a dinosaur.', 'uses the razor off of the section of her leg.']",activitynet~v_TrFoFWXLMFg,val,indomain,0
12585,Playing violin,"There are two young girls holding violins in their hands, standing with a music stand and a book with music notes behind them.",the older girl,"There are two young girls holding violins in their hands, standing with a music stand and a book with music notes behind them. the older girl","['begins singing while playing the violins as the girl behind her starts to dance.', 'then attempts to play the violin, the older girl holds the violin too while the younger continue playing.', 'is helping and teaching her younger sister to properly hold the violin by changing her head position.', 'on the left reaction to a song by lisa anthony and the older girl on the left react to the song by annie jones.']",activitynet~v_U2aNQHCnVfI,val,zeroshot,2
12587,Playing violin,The older girl is helping and teaching her younger sister to properly hold the violin by changing her head position. Then the older sister grabs her violin and tunes the strings of the violin.,then older sister,The older girl is helping and teaching her younger sister to properly hold the violin by changing her head position. Then the older sister grabs her violin and tunes the strings of the violin. then older sister,"['resumes playing the violin for laugh.', 'begins playing the violin while the younger sister watches her.', 'showing with the second attempt to hold the bow and with the second arrow.', 'takes the violin back and that girl plays until her dad comes over to show her the proper pro-soprano positions to play the violin.']",activitynet~v_U2aNQHCnVfI,val,zeroshot,1
12589,Playing violin,Then older sister begins playing the violin while the younger sister watches her. The older girl shows her sister how to play the violin.,then they both,Then older sister begins playing the violin while the younger sister watches her. The older girl shows her sister how to play the violin. then they both,"['begin to play the violin together.', 'play the racket and this older sister starts posing for the camera.', 'win continuously and the older sister then gets more practice and even stops playing.', 'show their leave after the sister speaks to the younger sister.']",activitynet~v_U2aNQHCnVfI,val,zeroshot,0
12596,Snow tubing,People are pulled up a hill on a tug rope sitting on inter tubes. A family pulls their inter tubes along by hand and the top of the hill.,a person,People are pulled up a hill on a tug rope sitting on inter tubes. A family pulls their inter tubes along by hand and the top of the hill. a person,"['falls off of the hand and downhill.', 'falls off of the rope on the side along the side.', 'falls down and knocks off the tie.', 'sits in an inter tube at the top of a hill then rides down the slope laughing.']",activitynet~v_U7x4eGLBITE,val,indomain,3
12597,Snow tubing,A person sits in an inter tube at the top of a hill then rides down the slope laughing.,the family,A person sits in an inter tube at the top of a hill then rides down the slope laughing. the family,"['rides along the top of the snowy mountains on a tube out of site of others.', 'then parts and all the neighborhood are on a slack line doing parallel jumps being pulled by the inter tube during his skiing vacations.', 'stops when they reach the bottom and press their nose mask in.', 'straps together the inter tubes in a circular grouping with the kids sitting in them.']",activitynet~v_U7x4eGLBITE,val,indomain,3
12598,Snow tubing,A person sits in an inter tube at the top of a hill then rides down the slope laughing. The family straps together the inter tubes in a circular grouping with the kids sitting in them.,the family,A person sits in an inter tube at the top of a hill then rides down the slope laughing. The family straps together the inter tubes in a circular grouping with the kids sitting in them. the family,"['then rides together floating through a tunnel and getting stuck on the tubes but eventually out themselves.', 'squeezes through the tubes in the tunnel and then continue riding down the hill.', 'rides in a large grouping of inter tubes down a snowy slope.', 'concentrates on tight intertubes and the bridge above their heads.']",activitynet~v_U7x4eGLBITE,val,indomain,2
12624,Croquet,A man is seen walking across a yard while holding a stick in his hand. The man is then seen playing a game of crochet while others watch on the side.,the man,A man is seen walking across a yard while holding a stick in his hand. The man is then seen playing a game of crochet while others watch on the side. the man,"['continues to hit the ball around as well as bend down and measure out his shots.', 'continues to play with another and ends by hitting a button on a device.', 'continues to play and ends by walking up and down.', 'continues hitting the ball around while another walks in and jumps on his back.']",activitynet~v_UNPQdg_tWh4,val,indomain,0
12712,High jump,An athletic man is seen standing ready in front of a large crowd and then runs down the track and jumps over a beam.,the man,An athletic man is seen standing ready in front of a large crowd and then runs down the track and jumps over a beam. the man,"['springs back into the air and lands a high jump into another mans arms in slow motion while the audience claps and the man stands and walks away.', 'is seen again a bit more and continues running down the track while people clap and the man bounces some more.', 'celebrates with other people and his same jump is shown several times in slow motion.', 'then leaps into the air performing jumps and tricks on the large stage before tossing his arms in the air and cheering to the audience.']",activitynet~v_VCg6_fuipp8,val,zeroshot,2
12741,BMX,We see a man in bmx bike arena talking. We see people bring bikes up a ramp.,we,We see a man in bmx bike arena talking. We see people bring bikes up a ramp. we,"['see people start when the gate opens.', 'see the head of the rider.', 'see people getting their bikes put together.', 'see an image of a man on a machine.']",activitynet~v_Vfb3LmFDols,val,indomain,0
12751,Playing violin,"Some is carrying an instrument case walking around outside, they put the case down on the ground and take out a violin. The woman plays the violin everywhere she goes and she dances while she plays too.",she,"Some is carrying an instrument case walking around outside, they put the case down on the ground and take out a violin. The woman plays the violin everywhere she goes and she dances while she plays too. she","['stops to stop and grab a change of clothes and start playing.', 'does some movements of her body making her back bend down almost touching the ground while still jamming out on the violin.', 'continues singing as she pulls the violin across as she plays, and her face appears showing awe at the sight of the instrument.', 'stops to play all around and act really silly.']",activitynet~v_Vp63nbOfxgs,val,zeroshot,1
12793,High jump,"A male athlete prepares to run down a track. He takes off running, vaulting himself over a bar and onto a mat.",he,"A male athlete prepares to run down a track. He takes off running, vaulting himself over a bar and onto a mat. he","['stretches and does his part several times on the track.', 'runs back and fourth while doing his routine.', 'jumps up exuberantly, celebrating as the crowd cheers.', 'stands with arm extended as another man runs down the track.']",activitynet~v_WSaGZOdrjtM,val,zeroshot,2
12824,Rock-paper-scissors,A small group of children are seen playing hand games with one another and finally hitting the loser on the head with a bottle.,the kids,A small group of children are seen playing hand games with one another and finally hitting the loser on the head with a bottle. the kids,"['also motion out towards the audience and a little girl runs by out of the camera frame.', 'hold each other and pretend to be pushing one another and laughing.', 'continue knocking others down while laughing to the camera and leading into clips of people chasing the loser down in a field.', 'continue to play the hand game with one another that leads into the beating another with a bottle.']",activitynet~v_Wi9bm9omdoM,val,indomain,3
12836,Hurling,Men in a jerseys are standing around with their arms crossed just kind of staring into space.,then,Men in a jerseys are standing around with their arms crossed just kind of staring into space. then,"[', the whiles of men and women start running through the field chasing a ball.', 'there is a boxer wearing white pants and standing in black boxing gloves standing then he swords with another boxer who very easily is his size.', 'there is a point where a man turns an accordion and begins to walkthrough the music.', ', you see them on the field playing a game and later talking a little bit about it.']",activitynet~v_WmQC309JCAI,val,indomain,3
12837,Hurling,"Then, you see them on the field playing a game and later talking a little bit about it.",they each,"Then, you see them on the field playing a game and later talking a little bit about it. they each","['walk between a row of trees towards a long line of machines.', 'bring yarn to knit and talk about it a little bit.', 'seem to recall their own memories of times they won medal and stare at their medals.', 'get in a car and, drive away and go to japan.']",activitynet~v_WmQC309JCAI,val,indomain,2
12838,Hurling,"Then, you see them on the field playing a game and later talking a little bit about it. They each seem to recall their own memories of times they won medal and stare at their medals.",they,"Then, you see them on the field playing a game and later talking a little bit about it. They each seem to recall their own memories of times they won medal and stare at their medals. they","['are encouraging one another as they continue to play the game.', 'continue to play numerous game of field hockey.', 'stand around in a small group talking and then you see an audience cheering and clapping.', 'talk some a while and an audience sits at the end of the field watching.']",activitynet~v_WmQC309JCAI,val,indomain,2
12860,Wrapping presents,A woman is in a living room in front of a fire.,she,A woman is in a living room in front of a fire. she,"['begins hand drying her hair.', 'is bouncing up and down with sticks by her feet.', 'cuts wrapping paper in strips, then wraps it neatly around a box.', 'strikes a match on the ground, lighting it.']",activitynet~v_X7-1DRvX-LU,val,indomain,2
12861,Wrapping presents,"A woman is in a living room in front of a fire. She cuts wrapping paper in strips, then wraps it neatly around a box.",she,"A woman is in a living room in front of a fire. She cuts wrapping paper in strips, then wraps it neatly around a box. she","['grabs an egg and circles it with a silver marker.', 'tapes the box, then lays it down gently on the table.', 'lets the wrapping paper fall away from the box at the end.', 'puts icing on the top, then seals it.']",activitynet~v_X7-1DRvX-LU,val,indomain,1
12865,Removing curlers,A woman is seen curling her hair while speaking to the camera and leads into her speaking in front of judges.,the judges,A woman is seen curling her hair while speaking to the camera and leads into her speaking in front of judges. the judges,"['critique her and she runs away happy and skipping out of the building.', 'then ddle the woman while she records and showing off her hair style.', 'then strike off balls as well as speaking to one another and wrapping up the interviews.', 'speak to her and blow dry her hair while she talks that leads into her flipping the hair and giving a sign on the way.']",activitynet~v_XFySa1Gc-yM,val,indomain,0
12878,Hurling,Another play starts and this time another person is ran into except it is more fragrant and the person lays on the ground hurt for quite some time.,after,Another play starts and this time another person is ran into except it is more fragrant and the person lays on the ground hurt for quite some time. after,"['that another guy plugs into the playmate.', ', the third time the person belongs is picked up and dropped off then he moves to another area to play again.', ', the second set of lean singers is played and the crowd is now louder than when before.', 'consulting with the referee and seeking help, the male finally gets up and the rest of the game continues.']",activitynet~v_XQ0_P0LpCFM,val,indomain,3
12967,Cleaning windows,The man sprays windex and washes off with squeegee. The man uses leaf blower to dry the window.,the man,The man sprays windex and washes off with squeegee. The man uses leaf blower to dry the window. the man,"['drops the reusable leaf blower in the garbage can.', 'talks into a microphone.', 'finishes and talks about the window before walking off.', 'uses pocket sweepers to spray leaves off the windows.']",activitynet~v_YVSD611Zpvo,val,indomain,2
12970,Shot put,Another boy then begins throwing a bag of sand before the previous man comes back and starts using elliptical machines.,once,Another boy then begins throwing a bag of sand before the previous man comes back and starts using elliptical machines. once,"['again, the instructor then comes and discusses the topics before the class.', ""that's done, the next boy comes on and starts talking about what he's doing while the man talks into a microphone and waves in the crowd."", 'finished, he returns back to a field and begins pulling the chain across the field and throwing kettle balls.', 'the results are given, the men all start celebrating and begin making each other happy and similar.']",activitynet~v_YVbMt3qsB3o,val,indomain,2
12994,Decorating the Christmas tree,Two kids are standing in front of a christmas tree showing purple boots that are on the christmas tree hanging.,the kids,Two kids are standing in front of a christmas tree showing purple boots that are on the christmas tree hanging. the kids,"['then put their sneakers on and get on the santa outfit.', 'put on the boots that appear next to the tree.', 'are pointing out the balls and the ornamens.', 'start decorating the christmas tree by grabbing the lights and taping them around the christmas tree.']",activitynet~v_Ye6_xb7h7jc,val,indomain,2
13018,Having an ice cream,"The man teases the boy with a cone and lets the boy have it, only to be taken away again.",the man,"The man teases the boy with a cone and lets the boy have it, only to be taken away again. the man","['takes it in turn from the boy and the man enjoys it and walks off.', 'returns and sprays his hair to complete the haircut.', 'takes the cone and wraps a gift carefully.', ""then puts ice cream on the cone and smiles at the boy while he walks away and other's watch.""]",activitynet~v_YtPZMBePf5c,val,zeroshot,3
13032,Cleaning windows,A man is seen standing in front of a window speaking to the camera while wearing a headpiece.,the man,A man is seen standing in front of a window speaking to the camera while wearing a headpiece. the man,"['sits down near a table while speaking into the camera.', 'continues speaking failing into a microphone while holding a pose.', 'then brushes along the sides of the window and points back and fourth to the window while speaking to the camera.', 'then stands on his hands and begins rubing his body into various positions.']",activitynet~v_Z8QrA66UVzI,val,indomain,2
13087,Spread mulch,A camera pans out of a dirt hole and shows a man placing it down next to a tree.,the camera,A camera pans out of a dirt hole and shows a man placing it down next to a tree. the camera,"['pans back to an open road and more holes and fallen leaves laying on the ground.', 'pans around people playing and a pile of dirt.', 'then goes into a house and shows another man getting down on dirt.', 'pans around the tree and shows the man checking up on the dirt.']",activitynet~v_ZdgWC6Jk2Nk,val,indomain,3
13092,Tango,A man and woman are sitting on a stage together.,they,A man and woman are sitting on a stage together. they,"['are dancing very slowly and passionately.', 'are talking about the tango dance.', 'are engaged in a game of curling.', 'are dancing slowly to a song.']",activitynet~v_Zf3RcqHO82M,val,indomain,1
13122,Elliptical trainer,A camera pans away from a set of exercise equipment and leads into a woman's feet moving along.,the woman,A camera pans away from a set of exercise equipment and leads into a woman's feet moving along. the woman,"['progresses along her journey and ends by turning around and continuing on the floor.', 'continues to work on the first step by bending forward, and moving her feet.', 'is then seen using the machine as well as adjusting the settings and continuing to run.', 'removes her sneakers and socks and runs her foot along the bench.']",activitynet~v_ZwIu2pPxB3Y,val,indomain,2
13160,Running a marathon,A large group of people are seen standing behind one another with others watching on the sides and leads into the group running down a road.,the large group of kids,A large group of people are seen standing behind one another with others watching on the sides and leads into the group running down a road. the large group of kids,"['then stand still and each takes turns running down a different road several times as the people watching continue to laugh and then come back down the road in the end.', 'continue running down the road after one another while people still watch on the sides.', 'then play hockey together while one another run all around and end by off scoring a goal and the camera panning around to people walking around and looking at the score.', 'continues when many close up do short stunts on hole slides in the street while the camera captures them from several angles.']",activitynet~v__W8m7v1Ir5I,val,zeroshot,1
13255,Long jump,A large group of people are seen standing and sitting around a sand pit while a runner jumps inside it.,the man,A large group of people are seen standing and sitting around a sand pit while a runner jumps inside it. the man,"['is shown several times jumping with people measuring his jump afterwards and raking the sand.', 'falls off and another athlete steps up and plays with the men.', 'then runs around another man jumping in and playing with a sand pit and then jumps outside performing various different moves and techniques.', 'then stands and begins running with the rope and one chases after him.']",activitynet~v_aT-0XxCqV5E,val,indomain,0
13263,Running a marathon,An athletic woman is seen running down a track with a large group of people watching her on the sidelines.,she,An athletic woman is seen running down a track with a large group of people watching her on the sidelines. she,"['flips several times before finally throwing the javelin into the air.', 'holds the arm of another girl who runs down the track while many watch on the sidelines.', 'continues running and finishes the race while collapsing on the ground in the end and breathing heavily while crying.', '94 runs down the track and runs past an audience of people.']",activitynet~v_aYfWH960W0Q,val,zeroshot,2
13277,Using parallel bars,A man steps up to a set of uneven bars while a man does flips behind him and begins performing a gymnastics routine.,the man,A man steps up to a set of uneven bars while a man does flips behind him and begins performing a gymnastics routine. the man,"['flips and spins himself around on the bars and ends by jumping down and waving his hands up.', 'releases the bars and then the gymnast catches both of them on his hands.', 'does his routine while shaking the bar and jumping, it goes into a routine until break time.', 'jumps over and around four bars in the air while jumping far back over the remaining bars and landing on his butt.']",activitynet~v_aeEMrTpNUss,val,indomain,0
13279,Having an ice cream,We see a girl kick and sit down. A boy joins her and they eat ice cream.,the boy,We see a girl kick and sit down. A boy joins her and they eat ice cream. the boy,"['put his cone on the carpet and lay down on the carpet.', 'puts his cone in front of the camera.', 'washes his hands at the sink.', 'parking his car, goes back the other direction.']",activitynet~v_afrMWrFkgDg,val,zeroshot,1
13281,Having an ice cream,A boy joins her and they eat ice cream. The boy puts his cone in front of the camera. The boy licks his ice cream wildly.,a boy,A boy joins her and they eat ice cream. The boy puts his cone in front of the camera. The boy licks his ice cream wildly. a boy,"['is shown eating ice cream.', 'is standing in front of a plate with four green beans on it.', 'throws something at the boy with ice cream.', 'teases him with a quick bite of the cone.']",activitynet~v_afrMWrFkgDg,val,zeroshot,2
13282,Layup drill in basketball,A man is dribbling a basketball. He jumps and shoots the basketball into the hoop.,words,A man is dribbling a basketball. He jumps and shoots the basketball into the hoop. words,"['are shown on the screen at the end.', 'are shown on the screen of a game.', 'are placed on the screen.', 'come back onto the screen from his video.']",activitynet~v_agX22QLvOcU,val,zeroshot,0
13290,Layup drill in basketball,A boy is seen speaking to the camera holding two basketballs and leads into him holding them up to his face.,the boy,A boy is seen speaking to the camera holding two basketballs and leads into him holding them up to his face. the boy,"['then moves up and down the court while dribbling the balls and shoots a basket off in the end.', 'grabs the ball and begins dribbling the ball over and over again and hitting the ball with the basketball.', 'then throws the ball around while speaking to the camera and hitting a ball around.', 'begins taking off his gear and throwing the ball to the other team while swinging around the stick.']",activitynet~v_assDWZW6zTA,val,zeroshot,0
13297,Running a marathon,"Many people are gathered at the finish line of a marathon, waiting for the runners to come in.",many runners,"Many people are gathered at the finish line of a marathon, waiting for the runners to come in. many runners","['walk through the marathon, taking pictures, congratulating each other after completing.', 'on horses run fast through the finish line, and then a derby takes place.', 'start trickling in and slowing down stopping once they get to that point.', 'meet at a red light, then they get on their bikes and go on a race track.']",activitynet~v_avJNxcysMCk,val,zeroshot,2
13358,Washing face,A person is seen wiping off the face of a baby with a rag while the baby sticks it's tongue out.,the woman,A person is seen wiping off the face of a baby with a rag while the baby sticks it's tongue out. the woman,"['continues plastering around the babies face and the baby sticks his tongue out.', 'continues cleaning the baby and is shown smiling to the camera and waving.', 'continues wiping the baby and letting him out with her tongue.', ""then shaves a face while the child still shows the sister wiping it's face and ends by looking around the camera.""]",activitynet~v_bhAVJ2uUw0U,val,zeroshot,1
13408,Clean and jerk,A man is standing in a gym.,he,A man is standing in a gym. he,"['holds a training staff in his hand.', ""holds up a rubik's cube."", 'uses a racket to hit a ball off a wall.', 'bends down and picks up a large weight.']",activitynet~v_c-TD6-GESQk,val,zeroshot,3
13428,Using uneven bars,A girl is jumping and swinging on balance bars. A woman in a black shirt is standing under her watching.,she,A girl is jumping and swinging on balance bars. A woman in a black shirt is standing under her watching. she,"['flips over the bar and lands on her back.', 'helps her jump off and land on a mat.', 'then jumps and swings with her legs.', 'gives the young girl a high five.']",activitynet~v_c8iet_4ndU0,val,indomain,1
13435,Braiding hair,A picture is shown of a baby juxtaposed beside a little girl.,a woman,A picture is shown of a baby juxtaposed beside a little girl. a woman,"['is seen with a young girl as she speaks.', 'is then seen speaking to the camera while riding on a horse.', 'is then shown playing shuffleboard with a small boy.', 'is sniping at a man in front of a tree.']",activitynet~v_cS19K2310Lc,val,indomain,0
13436,Braiding hair,A picture is shown of a baby juxtaposed beside a little girl. A woman is seen with a young girl as she speaks.,she,A picture is shown of a baby juxtaposed beside a little girl. A woman is seen with a young girl as she speaks. she,"[""shows the child mixing another boy's batter while the girl creates her own."", 'finishes speaking and puts a yellow tarp over the baby.', 'then has the girl sit down as she proceeds to braid her hair in long, thick pieces.', 'hands the girl a bottle.']",activitynet~v_cS19K2310Lc,val,indomain,2
